title,published_dt,section,source,link,note
How the pandemic shaped BCBS North Carolina's new telehealth policy,2022-09-22T21:41:43-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/how-the-pandemic-shaped-bcbs-north-carolinas-new-telehealth-policy,The article discusses telehealth policy updates and does not mention any exit events or closures.
Aetna: Aduhelm is medically necessary,2022-09-22T14:38:36-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/aetna-aduhelm-is-medically-necessary,The article discusses policy updates and coverage requirements but does not mention any exit events or closures.
"CMS: COVID-19 vaccines, including updated boosters, still free",2022-09-13T17:51:23-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/cms-covid-19-vaccines-including-updated-boosters-still-free,The article discusses vaccine availability and does not mention any exit events or closures.
"Postpartum Medicaid coverage to expand in West Virginia, Indiana",2022-09-09T21:17:52-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/postpartum-medicaid-coverage-to-expand-in-west-virginia-indiana,The article discusses the expansion of Medicaid coverage but does not mention any exit events or closures.
"Federal judge awards partial victory to ACA opponents, rules against HIV drug coverage",2022-09-07T19:23:28-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/federal-judge-awards-partial-victory-to-aca-opponents-rules-against-hiv-drug-coverage,The article discusses a legal ruling regarding ACA provisions but does not mention any specific exit events or closures.
"Biden administration proposes rule to overhaul Medicaid, CHIP enrollment process",2022-09-01T14:51:12-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/biden-administration-proposes-rule-to-overhaul-medicaid-chip-enrollment-process,The article discusses proposed changes to Medicaid and CHIP enrollment processes but does not mention any specific exit events or closures.
Lawmaker investigating Medicare Advantage marketing tactics,2022-08-24T13:49:57-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/lawmaker-investigating-medicare-advantage-marketing-tactics,The article discusses complaints and marketing practices related to Medicare Advantage but does not mention any exit events or closures.
"Inflation Reduction Act may help ease payers' Medicaid losses if public health emergency ends, Fitch says",2022-08-18T14:28:11-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/inflation-reduction-act-may-help-ease-payers-medicaid-losses-if-public-health-emergency-ends-fitch-says,The article discusses potential impacts on Medicaid beneficiaries and payers but does not describe any specific exit events or closures.
HHS releases guidance reminding payers of ACA contraception coverage requirement,2022-07-29T16:20:30-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/hhs-releases-guidance-reminding-payers-of-aca-contraception-coverage-requirement,The article discusses guidance on ACA contraception coverage but does not mention any exit events or closures.
"Democrats reach deal to give Medicare price negotiation powers, extend ACA subsidies",2022-07-28T15:16:58-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/democrats-reach-deal-to-give-medicare-price-negotiation-powers-extend-aca-subsidies,The article discusses policy updates related to Medicare and ACA but does not mention any specific exit events or closures.
Federal government approves Maine's plan to merge individual and small group markets,2022-07-18T16:51:47-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/federal-government-approves-maine-s-plan-to-merge-individual-and-small-group-markets,The article discusses a market merger and its effects on premiums but does not describe any exit events or closures.
Illinois health system blocks fertility coverage for LGBTQ employees,2022-07-18T15:20:10-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/illinois-health-system-blocks-fertility-coverage-for-lgbtq-employees-2,The article discusses a policy change regarding fertility coverage but does not mention any exit events or closures.
Aetna drops noncoverage policy for cardiac PET/CT scans at behest of medical groups,2022-07-13T16:47:55-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/aetna-drops-noncoverage-policy-for-cardiac-pet-ct-scans-at-behest-of-medical-groups,The article discusses a policy change regarding coverage but does not mention any exit events or closures.
Senate Democrats advance plan to give Medicare drug price negotiation powers: 6 notes,2022-07-07T16:42:29-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/senate-democrats-advance-plan-to-give-medicare-drug-price-negotiation-powers-6-notes,The article discusses proposed legislation regarding Medicare drug price negotiations but does not mention any exit events or closures.
Aetna drops prior authorization for cataract surgeries,2022-07-01T15:50:07-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/aetna-drops-prior-authorization-for-cataract-surgeries,The article discusses a policy change regarding prior authorization but does not describe any exit events or closures.
Payers must post negotiated prices starting today: 8 things to know,2022-07-01T14:13:46-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/payers-must-post-negotiated-prices-starting-july-1-8-things-to-know,The article discusses a new rule for payers regarding price disclosure but does not mention any specific exit events or closures.
"CMS rule limiting 3rd-party Medicare Advantage, Part D marketing now in effect",2022-06-28T21:20:44-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/cms-rule-limiting-3rd-party-medicare-advantage-part-d-marketing-now-in-effect,The article discusses a CMS rule affecting marketing practices for Medicare Advantage and Part D but does not mention any exit events or closures.
California will become first state to offer Medicaid to all eligible residents,2022-06-28T15:23:49-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/california-will-become-first-state-to-offer-medicaid-to-all-eligible-residents,"The article discusses a new Medicaid offering and eligibility expansion, but does not mention any exit events or closures."
CMS to cover COVID-19 vaccinations for children 5 and younger,2022-06-23T14:47:14-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/cms-to-cover-covid-19-vaccinations-for-children-5-and-younger,The article discusses coverage for COVID-19 vaccinations and does not mention any exit events or closures.
FTC warns PBMs about unlawful drug rebate practices through new enforcement policy,2022-06-17T15:05:20-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/ftc-warns-pbms-about-unlawful-drug-rebate-practices-through-new-enforcement-policy,The article discusses enforcement policy changes regarding drug rebate practices but does not mention any exit events or closures.
Hawaii looks to expand gender-affirming health insurance coverage,2022-06-13T17:50:24-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/hawaii-looks-to-expand-gender-affirming-health-insurance-coverage,The article discusses proposed legislation regarding insurance coverage but does not mention any exit events or closures.
Biden administration considering requirement for Medicaid to primarily fund direct care in nursing homes,2022-06-10T17:33:10-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/biden-administration-considering-requirement-for-medicaid-to-primarily-fund-direct-care-in-nursing-homes,The article discusses potential policy changes regarding Medicaid funding but does not mention any specific exit events or closures.
Members’ satisfaction relies on convenience for your members,2022-05-10T16:10:41-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/members-satisfaction-relies-on-convenience-for-your-members,The article discusses member convenience and benefits but does not mention any exit events or closures.
Anthem Blue Cross ends payment of consultation services,2022-03-17T15:02:06-05:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/anthem-blue-cross-ends-payment-of-consultation-services,The article discusses changes in reimbursement policies but does not describe any exit events or closures.
BCBS of Georgia to end 'avoidable ER' program,2022-03-10T16:00:43-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/bcbs-of-georgia-to-end-avoidable-er-program,The article discusses a policy change but does not describe any exit events or closures.
UnitedHealthcare to roll out coverage changes for obstetrical ultrasounds,2022-03-08T23:03:36-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/unitedhealthcare-to-roll-out-coverage-changes-for-obstetrical-ultrasounds,The article discusses coverage changes and policy updates but does not mention any exit events or closures.
Georgia pitches transition program to counter Medicaid enrollment cliff,2022-02-28T21:50:03-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/georgia-pitches-transition-program-to-counter-medicaid-enrollment-cliff,The article discusses a transition program for Medicaid enrollment but does not describe any exit events or closures.
"FTC urges top PBMs to outline effects on drug pricing, pharmacies",2022-02-25T21:02:06-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/ftc-urges-top-pbms-to-outline-effects-on-drug-pricing-pharmacies,The article discusses PBMs and their impact on pharmacies but does not mention any exit events or closures.
Lawmakers urge CMS to extend transitional health plans as agency hesitates,2022-02-23T17:05:23-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/lawmakers-urge-cms-to-extend-transitional-health-plans-as-agency-hesitates,The article discusses the need for extensions of transitional health plans but does not report any specific exit events or closures.
"Maine blends small group, individual insurance markets to support price stability",2022-02-18T20:30:24-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/maine-blends-small-group-individual-insurance-markets-to-support-price-stability,The article discusses market changes and insurance rate adjustments but does not describe any exit events or closures.
"CMS seeks feedback on access to care for Medicaid, CHIP enrollees",2022-02-18T19:43:11-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/cms-seeks-feedback-on-access-to-care-for-medicaid-chip-enrollees,"The article discusses a request for information regarding access to care for Medicaid and CHIP enrollees, but does not mention any specific exit events or closures."
Senators' letter thrusts 'junk insurance' back into limelight,2022-02-17T17:05:17-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/senators-letter-thrusts-junk-insurance-back-into-limelight,The article discusses regulatory proposals regarding junk insurance plans but does not mention any specific exit events or closures.
Over 30 lawmakers call for 'crack down' on payer birth control denials,2022-02-16T22:10:47-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/over-30-lawmakers-call-for-crack-down-on-payer-birth-control-denials,The article discusses compliance issues with ACA provisions but does not mention any specific exit events or closures.
CMS broadens Medicaid lung cancer screenings coverage,2022-02-14T21:45:26-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/cms-broadens-medicaid-lung-cancer-screenings-coverage,The article discusses policy updates regarding Medicaid lung cancer screenings but does not mention any exit events or closures.
Biden administration to remove state Medicaid fees in Trump-era policy flip,2022-02-10T17:01:30-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/biden-administration-to-remove-state-medicaid-fees-in-trump-era-policy-flip,The article discusses policy changes regarding Medicaid fees but does not describe any exit events or closures.
California suspends Medicaid prior authorization for most drugs,2022-02-08T22:53:13-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/california-suspends-medicaid-prior-authorization-for-most-drugs,The article discusses changes to Medicaid prior authorization but does not describe any exit events or closures.
AMA to Congress: Payer disregard for mental health parity 'rampant',2022-02-04T17:44:05-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/ama-to-congress-payer-disregard-for-mental-health-parity-rampant,The article discusses payer noncompliance with mental health parity laws but does not mention any specific exit events or closures.
Viewpoint: At-home COVID-19 test coverage gives providers 'unchecked power' over payers,2022-02-04T15:36:58-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/viewpoint-at-home-covid-19-test-coverage-gives-providers-unchecked-power-over-payers,The article discusses reimbursement issues and pricing related to COVID-19 testing but does not mention any specific exit events or closures.
AHIP to Congress: COVID-19 test price gouging still a problem,2022-02-03T18:04:57-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/ahip-to-congress-covid-19-test-price-gouging-still-a-problem,The article discusses price gouging and legislative proposals but does not mention any exit events or closures.
"CMS pitches Medicare Advantage rate, Part D payment policy changes: 9 details",2022-02-03T17:43:28-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/cms-pitches-medicare-advantage-rate-part-d-payment-policy-changes-9-details,The article discusses policy updates and changes to Medicare Advantage and Part D but does not mention any specific exit events or closures.
Medicare to cover at-home COVID-19 tests,2022-02-03T15:10:24-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/medicare-to-cover-at-home-covid-19-tests,The article discusses coverage for at-home COVID-19 tests but does not mention any exit events or closures.
States unprepared for 15 million people losing coverage when COVID-19 ends,2022-02-02T18:14:51-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/states-unprepared-for-15-million-people-losing-coverage-when-covid-19-ends,The article discusses potential changes in coverage due to the end of expanded eligibility but does not describe any specific exit events or closures.
Why UnitedHealthcare reprocessed 1.6M COVID-19 vaccine claims,2022-02-01T22:34:43-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/why-unitedhealthcare-reprocessed-1-6m-covid-19-vaccine-claims,The article discusses reimbursement issues and claims processing but does not mention any exit events or closures.
Payers backed Sen. Joe Manchin following Build Back Better swing vote,2022-02-01T19:38:28-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/payers-backed-sen-joe-manchin-following-build-back-better-swing-vote,The article discusses policy updates and political donations but does not mention any exit events or closures.
"AMA calls out payers on 15 years of 'parity failures,' seeks congressional support",2022-02-01T17:21:19-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/ama-calls-out-payers-on-15-years-of-parity-failures-seeks-congressional-support,The article discusses mental healthcare parity enforcement and does not mention any specific exit events or closures.
346 House members reiterate bipartisan support for Medicare Advantage,2022-01-31T17:47:21-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/346-house-members-reiterate-bipartisan-support-for-medicare-advantage,The article discusses support for Medicare Advantage but does not mention any exit events or closures.
"AHIP, AHA comment on proposed standards for health plans in 2023",2022-01-31T17:33:07-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/ahip-aha-comment-on-proposed-standards-for-health-plans-in-2023,The article discusses policy updates and comments from organizations but does not mention any specific exit events or closures.
Georgia sues HHS over removing Medicaid work requirement,2022-01-25T15:51:44-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/georgia-sues-hhs-over-removing-medicaid-work-requirement,The article discusses a lawsuit regarding Medicaid work requirements but does not mention any specific exit events or closures.
Insurers paying up to 74% of costs for questionable COVID-19 treatment ivermectin,2022-01-25T15:50:10-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/insurers-paying-up-to-74-of-costs-for-questionable-covid-19-treatment-ivermectin,The article discusses insurance coverage for a specific drug but does not mention any exit events or closures.
Health New England expand at-home COVID-19 coverage,2022-01-25T15:49:35-06:00,policy_updates,Beckers Payer,https://www.beckerspayer.com/policy-updates/health-new-england-expand-at-home-covid-19-coverage,The article discusses expanded coverage for at-home COVID-19 tests but does not mention any exit events or closures.
Hospital margins take a dive,2026-03-12T16:37:26-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/hospital-margins-take-a-dive/,The article discusses financial trends and challenges faced by hospitals but does not mention any specific exit events or closures.
Medicare Advantage spending 14% higher than fee for service: Report,2026-03-12T14:23:34-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/medicare-advantage-spending-14-higher-than-fee-for-service-report/,The article discusses Medicare Advantage spending and does not mention any exit events or closures.
Mass General Brigham receives $50M for cancer research,2026-03-12T09:14:47-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/mass-general-brigham-receives-50m-for-cancer-research/,The article discusses funding for cancer research and does not mention any exit events or closures.
"How Bronson Healthcare increased financial assistance, Medicaid applications",2026-03-12T08:37:02-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/revenue-cycle-management/how-bronson-healthcare-increased-financial-assistance-medicaid-applications/,The article discusses financial assistance and Medicaid applications but does not mention any exit events or closures.
"IU Health bets on 'big, one-time endeavors' for the future",2026-03-11T15:45:25-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/iu-health-bets-on-big-one-time-endeavors-for-the-future/,The article discusses financial strategies and investments of IU Health without mentioning any specific exit events or closures.
3 health systems outsourcing RCM functions,2026-03-11T14:37:27-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/revenue-cycle-management/3-health-systems-outsourcing-rcm-functions-2/,The article discusses outsourcing of revenue cycle functions but does not mention any exit events or closures.
Connecticut fines debt collector $100K for calls to hospital emergency line,2026-03-11T09:05:31-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/connecticut-fines-debt-collector-100k-for-calls-to-hospital-emergency-line/,The article discusses a fine imposed on a debt collection company and does not mention any exit events or closures.
Pennsylvania hospital CFO on life after bankruptcy: 'You've got to hold the line',2026-03-10T16:25:47-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/pennsylvania-hospital-cfo-on-life-after-bankruptcy-youve-got-to-hold-the-line/,The article discusses the financial recovery and strategic growth of a hospital post-bankruptcy but does not mention any exit events or closures.
Private equity invested $1 trillion in healthcare in 10 years: Report,2026-03-10T13:04:25-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/private-equity-invested-1t-in-healthcare-in-10-years-report/,The article discusses private equity investments in healthcare and their impacts but does not mention any specific exit events or closures.
20 payer relations executives to know,2026-03-10T08:59:30-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/20-payer-relations-executives-to-know/,The article discusses payer relations executives and their roles without mentioning any specific exit events or closures.
10 providers seeking RCM talent,2026-03-09T09:55:38-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-providers-seeking-rcm-talent-37/,The article discusses job postings for revenue cycle management positions and does not mention any exit events or closures.
Former Vanderbilt Health patient billing leader named president of RCM company,2026-03-09T09:41:57-05:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/revenue-cycle-management/former-vanderbilt-health-patient-billing-leader-named-president-of-rcm-company/,The article does not describe any exit events or closures.
"10 hospitals, health systems looking for CFOs",2026-03-06T16:15:55-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-hospitals-health-systems-looking-for-cfos-3/,The article lists hospitals seeking CFOs but does not mention any exit events or closures.
4 health systems with boosted outlooks,2026-03-06T16:00:20-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/4-health-systems-with-boosted-outlooks/,The article discusses health systems with upgraded outlooks but does not mention any exit events or closures.
Christus Health doubles operating income in H1,2026-03-06T08:53:53-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/christus-health-doubles-operating-income-in-h1/,The article discusses financial performance and does not mention any exit events or closures.
"47,000 comments on MA payment rule for 2027 breaks CMS record",2026-03-05T16:22:59-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/47000-comments-on-ma-payment-rule-for-2027-breaks-cms-record/,The article discusses comments on a Medicare Advantage payment rule and does not mention any exit events or closures.
Waystar expanding Google Cloud collaboration,2026-03-05T13:28:09-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/waystar-expanding-google-cloud-collaboration/,The article discusses a partnership expansion and does not mention any exit events or closures.
Rochester Regional Health to lay off coders at 2 hospitals: SEIU,2026-03-05T09:20:45-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/rochester-regional-health-to-lay-off-coders-at-2-hospitals-seiu/,The article discusses layoffs and operational changes but does not mention any exit events or closures.
17 health systems with strong finances,2026-03-05T08:39:49-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/17-health-systems-with-strong-finances/,The article discusses the financial ratings and positions of various health systems without mentioning any exit events or closures.
UPMC gifted $1.25M to support care in North Central Pennsylvania,2026-03-04T12:44:02-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/upmc-gifted-1-25m-to-support-care-in-north-central-pennsylvania/,The article discusses a financial commitment to support care quality and does not mention any exit events or closures.
CommonSpirit eyes ASC growth to diversify portfolio,2026-03-04T09:19:10-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/commonspirit-eyes-asc-growth-to-diversify-portfolio/,The article discusses operational strategies and growth opportunities for CommonSpirit but does not mention any specific exit events or closures.
From -2.6% to 10.7%: How 12 academic systems' margins compare,2026-03-04T09:13:25-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/from-2-6-to-10-7-how-12-academic-systems-margins-compare/,The article discusses financial performance of academic health systems without mentioning any exit events or closures.
Mayo Clinic posts 6.8% margin in 2025,2026-03-03T09:16:24-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/mayo-clinic-posts-6-8-margin-in-2025/,The article discusses financial performance and operational metrics of Mayo Clinic without mentioning any exit events or closures.
100+ organizations call on CMS to revise 2027 MA rates,2026-03-02T14:01:34-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/100-organizations-call-on-cms-to-revise-2027-ma-rates/,The article discusses concerns about Medicare Advantage rates and policy changes but does not report any specific exit events or closures.
CMS to suspend enrollment into Elevance's Medicare Advantage plans,2026-03-02T10:22:12-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/cms-to-suspend-enrollment-into-elevances-medicare-advantage-plans/,The article discusses sanctions and enrollment suspension but does not describe any exit events or closures.
10 providers seeking RCM talent,2026-03-02T09:58:18-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/10-providers-seeking-rcm-talent-36/,The article discusses job postings for revenue cycle management positions and does not mention any exit events or closures.
"Cleveland Clinic posts $913M operating income, 5% margin — 7 things to know",2026-03-02T09:02:52-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/cleveland-clinic-posts-913m-operating-income-5-margin-7-things-to-know/,The article discusses financial performance and does not mention any exit events or closures.
Clinician Engagement: The Operating Lever Behind Margin and Throughput,2026-03-02T08:00:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/clinician-engagement-the-operating-lever-behind-margin-and-throughput/,The article discusses clinician engagement and operational strategies but does not mention any exit events or closures.
Your Anesthesia Subsidy: Key Questions Every Hospital C-Suite Must Answer,2026-03-02T08:00:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/your-anesthesia-subsidy-key-questions-every-hospital-c-suite-must-answer/,The article discusses anesthesia costs and management strategies without mentioning any specific exit events or closures.
'Taking the finances off the table': Sanford COO talks alignment with health plans,2026-02-27T15:28:55-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/taking-the-finances-off-the-table-sanford-coo-talks-alignment-with-health-plans/,The article discusses payer-provider alignment and strategies without mentioning any specific exit events or closures.
Sarasota Memorial disputes OIG audit alleging $12.1M in Medicare overpayments,2026-02-27T15:26:56-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/sarasota-memorial-disputes-oig-audit-alleging-12-1m-in-medicare-overpayments/,The article discusses an audit and overpayment issues but does not mention any exit events or closures.
4 health systems back in the black in H1,2026-02-27T14:23:13-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/4-health-systems-back-in-the-black-in-h1/,The article discusses financial performance improvements of health systems without mentioning any exit events or closures.
UPMC sees $625M operating performance improvement in 2025,2026-02-27T14:04:03-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/upmc-sees-625m-operating-performance-improvement-in-2025/,The article discusses financial performance improvements and operational metrics without mentioning any exit events or closures.
UHS expects 25%–30% drop in ACA exchange volumes in 2026,2026-02-27T11:03:43-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/uhs-expects-25-30-drop-in-aca-exchange-volumes-in-2026/,The article discusses projected declines in ACA exchange volumes but does not mention any specific exit events or closures.
Sentara's CFO redefines growth,2026-02-27T09:30:03-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/sentaras-cfo-redefines-growth/,The article discusses growth strategies and financial challenges in healthcare but does not mention any specific exit events or closures.
UCLA Health receives $100M gift,2026-02-26T17:07:55-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/uc-los-angeles-health-gifted-100m-for-mental-health-campus/,The article discusses a gift for expansion and does not mention any exit events or closures.
Where Cost-to-Serve Spikes: The EOB-to-Payment Moment in Member Responsibility,2026-02-26T15:49:08-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/where-cost-to-serve-spikes-the-eob-to-payment-moment-in-member-responsibility/,The article discusses member responsibility and operational workflows without mentioning any exit events or closures.
What's next for hospital wages?,2026-02-26T09:04:53-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/whats-next-for-hospital-wages/,The article discusses wage increases and workforce challenges in hospitals but does not mention any exit events or closures.
Days cash on hand at 32 health systems,2026-02-25T15:13:58-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/days-cash-on-hand-at-32-health-systems-2/,The article discusses financial metrics of health systems without mentioning any exit events or closures.
Alabama hospital accuses BCBS of withholding $1.4M,2026-02-25T12:51:57-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/alabama-hospital-accuses-bcbs-of-withholding-1-4m/,The article discusses a lawsuit and financial disputes between Jackson Hospital and BCBS Alabama but does not mention any exit events or closures.
Main Line Health back in the black in H1,2026-02-25T10:41:48-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/main-line-health-back-in-the-black-in-h1/,The article discusses financial performance and does not mention any exit events or closures.
Medicare's hospital trust fund drained by 2040: CBO,2026-02-25T09:05:09-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/medicares-hospital-trust-fund-drained-by-2040-cbo/,The article discusses projections related to Medicare's Hospital Insurance Trust Fund but does not mention any specific exit events or closures.
California system scales back layoff plan,2026-02-25T08:52:05-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/california-system-to-lay-off-nearly-300/,The article discusses layoffs and funding cuts but does not mention any specific exit events or closures.
BJC boosts margin to 3.8% after St. Luke's merger,2026-02-25T08:26:13-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/bjc-boosts-margin-to-3-8-after-st-lukes-merger/,The article discusses financial performance and a merger but does not mention any exit events or closures.
ASC Expertise Protects Cash Per Case — Because Hospital RCM Isn’t Built for ASCs,2026-02-25T08:00:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/asc-expertise-protects-cash-per-case-because-hospital-rcm-isnt-built-for-ascs/,The article discusses revenue cycle management in ASCs and hospitals without mentioning any specific exit events or closures.
4 CFO job openings with HCA,2026-02-24T16:15:36-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/4-cfo-job-openings-with-hca-3/,The article discusses job openings and financial performance but does not mention any exit events or closures.
Henry Ford Health CEO on the 'permanent reset' healthcare economics needs,2026-02-24T15:11:10-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/henry-ford-health-ceo-on-the-permanent-reset-healthcare-economics-needs/,The article discusses healthcare financing and management without mentioning any specific exit events or closures.
Mercy back in the black in H1: 5 notes,2026-02-24T13:25:08-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/mercy-back-in-the-black-in-h1-5-notes/,The article discusses financial performance and operational metrics without mentioning any exit events or closures.
Steward can't close bankruptcy cases — yet,2026-02-24T09:30:00-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/steward-cant-close-bankruptcy-cases-yet/,"The article discusses bankruptcy proceedings and objections related to case closures, but does not mention any healthcare exit events or closures."
Yale New Haven Health posts $197M annual operating loss,2026-02-24T09:09:26-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/connecticut-health-system-without-cfo-posts-197m-operating-loss/,The article discusses financial performance and leadership changes but does not mention any exit events or closures.
'Think of your hospital as a startup': What Mark Cuban would do if he bought a hospital,2026-02-23T17:04:42-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/think-of-your-hospital-as-a-startup-what-mark-cuban-would-do-if-he-bought-a-hospital/,The article discusses operational strategies for hospitals without mentioning any specific exit events or closures.
8 states move to curb wage garnishment for medical debt,2026-02-23T16:41:37-06:00,finance,Beckers Hospital Review,https://www.beckershospitalreview.com/finance/8-states-move-to-curb-wage-garnishment-for-medical-debt/,The article discusses legislation related to wage garnishment for medical debt and does not mention any exit events or closures.
