title,published_dt,sources,sections,urls
Maryland to drop Kaiser as Medicaid administrator,2024-09-23T14:14:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/maryland-to-drop-kaiser-as-medicaid-administrator/
House committee delays physician pay talks,2024-09-23T14:07:34-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/house-committee-delays-physician-pay-talks/
"Where hospital revenue is growing, declining: 70 statistics",2024-09-23T13:51:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/where-hospital-revenue-is-growing-declining-70-statistics/
Ascension's 'size and scale' helps secure 'AA+' rating: Fitch,2024-09-20T16:53:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascensions-size-and-scale-helps-secure-aa-rating-fitch/
"Hospitals desire a digitalized revenue cycle, but challenges persist",2024-09-20T16:08:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-desire-a-digitalized-revenue-cycle-but-challenges-persist/
Hospitals face 'unrealistic pressure' from insurers as administrative cost soar,2024-09-20T14:34:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-face-unrealistic-pressure-from-insurers-as-administrative-cost-soar/
External CFO hiring hits 10-year high,2024-09-20T13:59:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/external-cfo-hiring-hits-10-year-high/
"5 CFOs, 5 takes on Medicare Advantage",2024-09-20T13:59:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/5-cfos-5-takes-on-medicare-advantage/
HCA working with MA payers to improve 2-midnight denials,2024-09-20T13:43:19-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hca-working-with-ma-payers-to-improve-2-midnight-denials/
Advocate Health cancels real estate liens from medical debt,2024-09-19T21:01:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/advocate-health-cancels-real-estate-liens-from-medical-debt/
"Tenet CEO not interested in 'risky,' 'turnaround' assets",2024-09-19T20:40:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tenet-ceo-not-interested-in-risky-turnaround-assets/
MUSC Health hospital to double ED capacity with $30M investment,2024-09-19T18:52:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/musc-health-hospital-to-double-ed-capacity-with-30m-investment/
CorroHealth finalizes Xtend Healthcare acquisition,2024-09-19T18:06:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/corrohealth-finalizes-xtend-healthcare-acquisition/
"Exeter Hospital to cut neurology, podiatry, pediatric dental services",2024-09-19T14:56:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/exeter-hospital-to-cut-neurology-podiatry-pediatric-dental-services/
3 shuttered hospitals nearing reopening,2024-09-19T14:13:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-shuttered-hospitals-nearing-reopening/
Tenet's outpatient boom,2024-09-19T13:52:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tenets-outpatient-boom/
Alaska hospital closing recovery center,2024-09-19T13:30:01-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/alaska-hospital-closing-recovery-center/
"CarePoint files notice for 2,602 layoffs, says 'no final decisions' made",2024-09-18T22:35:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/new-jersey-system-braces-for-2-602-layoffs/
'Fail fast': How WVU Medicine is addressing payer denials,2024-09-18T20:19:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/fail-fast-how-wvu-medicine-is-addressing-payer-denials/
Christus to reopen shuttered Steward hospital 'in the coming months',2024-09-18T17:18:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/christus-to-reopen-shuttered-steward-hospital-in-the-coming-months/
"Unnecessary Medicare Advantage denials: harming Louisiana patients, crowding our emergency departments, and costing U.S. providers billions",2024-09-18T16:05:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/unnecessary-medicare-advantage-denials-harming-louisiana-patients-crowding-our-emergency-departments-and-costing-u-s-providers-billions/
"Ascension posts $1.8B annual loss; liquidity 'remains strong,' CFO says",2024-09-18T15:06:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ascension-posts-1-8b-annual-loss-liquidity-remains-strong-cfo-says/
New York hospital receives $20M donation from entrepreneur,2024-09-18T14:21:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/new-york-hospital-receives-20m-donation-from-entrepreneur/
Hospitals confront long-term strain from Change Healthcare hack,2024-09-17T14:50:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-confront-long-term-strain-from-change-healthcare-hack/
Beyond the buzz: What 4 CFOs think of AI's potential,2024-09-17T14:01:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/beyond-the-buzz-what-4-cfos-think-of-ais-potential/
How the age of new CFO hires has changed over 10 years,2024-09-17T13:56:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-the-age-of-new-cfo-hires-has-changed-over-10-years/
Threats loom over hospital revenue cycle,2024-09-16T22:04:53-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/threats-loom-over-hospital-revenue-cycle/
"Missouri behavioral hospital to close, lay off 154",2024-09-16T21:58:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/missouri-behavioral-hospital-to-close-lay-off-124/
Shuttered West Virginia hospital to reopen,2024-09-16T20:44:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/shuttered-west-virginia-hospital-to-reopen/
'Too big to fail?': A cautionary tale for health systems,2024-09-16T19:53:35-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/too-big-to-fail-a-cautionary-tale-for-health-systems/
How supply costs are trending at 18 systems,2024-09-16T18:23:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-supply-costs-are-trending-at-18-systems/
University of Toledo Physicians joins Mercy Health Select ACO,2024-09-16T15:42:43-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/university-of-toledo-physicians-joins-mercy-health-select-aco/
"Oregon system lays off 1% of workforce, cuts exec pay",2024-09-16T14:49:23-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/oregon-system-lays-off-1-of-workforce-cuts-exec-pay/
University Hospitals' operating loss grows in 1st half of 2024,2024-09-16T14:41:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/university-hospitals-operating-loss-grows-in-1st-half-of-2024/
5 hospital closures in 1 month,2024-09-13T21:20:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/5-hospital-closures-in-1-month/
Revenue cycle automation co. raises $29M,2024-09-13T20:42:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/revenue-cycle-automation-co-raises-29m/
Patients caught in crossfire as hospital-payer fights escalate,2024-09-13T20:33:59-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/patients-caught-in-crossfire-as-hospital-payer-fights-escalate/
How 25 health systems' labor costs are trending,2024-09-13T19:28:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-25-health-systems-labor-costs-are-trending/
"MaineHealth subsidiary to close rehab facility, transfer services",2024-09-13T16:17:11-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mainehealth-subsidiary-to-close-rehab-facility-transfer-services/
Why Tampa General is injecting another $162M into its USF partnership,2024-09-13T13:19:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-tampa-general-is-injecting-another-162m-into-its-usf-partnership/
Texas system lays off 129,2024-09-12T21:09:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/texas-system-lays-off-129/
Partnerships health systems are exploring 'for the first time',2024-09-12T19:51:18-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/partnerships-health-systems-are-exploring-for-the-first-time/
Judge approves $200K sale of Steward Arkansas hospital,2024-09-12T19:27:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/judge-approves-200k-sale-of-steward-arkansas-hospital/
Allina CFO's 'back-to-basics' strategy drives $161M turnaround,2024-09-12T14:49:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/allina-cfos-back-to-basics-strategy-pays-drives-161m-turnaround/
Hospital payroll on the rise,2024-09-12T14:44:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-payroll-on-the-rise/
"$20M gift to support Tennessee medical school scholarships, programs",2024-09-11T21:19:34-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/20m-gift-to-support-tennessee-medical-school-scholarships-programs/
How a tenure as VP of revenue cycle helped 1 new CFO,2024-09-11T14:46:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-a-tenure-as-vp-of-revenue-cycle-helped-1-new-cfo/
36 health systems ranked by Q2 revenue,2024-09-11T14:23:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/36-health-systems-ranked-by-q2-revenue/
AHA calls out 'skyrocketing' administrative costs for hospitals,2024-09-11T13:59:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-link-between-care-denials-and-increasing-administrative-costs-aha/
AMA posts 2025 CPT code set: 4 things to know,2024-09-11T13:25:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ama-posts-cpt-2025-code-set-4-things-to-know/
"AI linked to surge in Medicare Advantage, commercial claims denials: AHA",2024-09-10T19:12:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ai-linked-to-surge-in-medicare-advantage-commercial-claims-denials-aha/
Pennsylvania to pay $4.5M over 3 months to keep Steward hospital afloat,2024-09-10T15:55:16-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pennsylvania-to-pay-4-5-million-over-3-months-to-keep-steward-hospital-afloat/
How health system leaders feel about their revenue cycle outsourcing partners,2024-09-10T14:46:14-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-health-system-leaders-feel-about-their-revenue-cycle-outsourcing-partners/
How a new CFO is managing the weight of her role,2024-09-10T14:03:48-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-a-new-cfo-is-managing-the-weight-of-her-role/
Private equity firm acquiring RCM co. GeBBS,2024-09-10T13:36:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/private-equity-firm-acquiring-rcm-co-gebbs/
Transforming Rural Healthcare: A Lifeline Through Financial Technologies,2024-09-10T13:30:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/transforming-rural-healthcare-a-lifeline-through-financial-technologies/
Steward hospital hearings pushed back in four states,2024-09-09T21:28:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-hospital-hearings-pushed-back-in-four-states/
Ballad Health sells lab assets to Labcorp,2024-09-09T21:25:27-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ballad-health-sells-lab-assets-to-labcorp/
Health systems' revenue cycle investment priorities,2024-09-09T18:27:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-systems-revenue-cycle-investment-priorities/
"How some hospitals are not only surviving, but thriving financially",2024-09-09T17:21:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-some-hospitals-are-not-only-surviving-but-thriving-financially/
Hospital wage inflation cools: Fitch,2024-09-09T14:18:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-wage-inflation-cools-fitch/
What's stressing out revenue cycle departments?,2024-09-09T14:00:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/whats-stressing-out-revenue-cycle-departments/
Closed Steward Massachusetts hospital assets to be auctioned,2024-09-09T13:59:02-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/closed-steward-massachusetts-hospital-assets-to-be-auctioned/
"California hospital to end maternity services, lay off 65",2024-09-09T13:38:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/california-hospital-to-end-maternity-services/
How the healthcare CFO-to-CEO pipeline compares to other industries,2024-09-09T13:33:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-the-healthcare-cfo-to-ceo-pipeline-compares-to-other-industries/
Massachusetts commits $417M to new Steward hospital owners over 3 years,2024-09-06T16:13:18-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/massachusetts-commits-417m-to-new-steward-hospital-owners-over-3-years/
33 health systems ranked by long-term debt,2024-09-06T13:50:52-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/29-health-systems-ranked-by-long-term-debt/
How healthcare CFO tenures stack up against other industries,2024-09-06T13:47:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-healthcare-cfo-tenures-stack-up-against-other-industries/
5 hospital reopenings in 2024,2024-09-06T13:30:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/4-hospital-reopenings-in-2024/
"741 hospitals selected for CMS' next alternative pay model, by state",2024-09-06T04:16:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/741-hospitals-selected-for-cms-next-alternative-pay-model-by-state/
PE firm merges 3 payment integrity companies,2024-09-05T21:39:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pe-firm-merges-3-payment-integrity-companies/
$65.7M in gifts launches Dayton Children's campaign,2024-09-05T20:31:57-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/65-7m-in-gifts-launches-dayton-childrens-campaign/
Days cash on hand at 34 health systems,2024-09-05T18:08:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/days-of-cash-on-hand-at-20-health-systems/
Prime financial outlook improves to 'Positive',2024-09-05T15:23:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prime-financial-outlook-improves-to-positive/
The changes 2 revenue cycle leaders made to improve results,2024-09-05T14:32:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-changes-2-revenue-cycle-leaders-made-to-improve-results/
3 record-breaking healthcare donations in 2024,2024-09-05T14:16:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/3-record-breaking-healthcare-donations-in-2024/
41 hospitals closing departments or ending services,2024-09-05T13:39:37-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/10-hospitals-closing-departments-or-ending-services-5/
"Alabama hospital defaults on $60M debt, gets 'D' rating",2024-09-05T13:33:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/alabama-hospital-defaults-on-60m-debt-gets-d-rating/
Judge OKs sale of 6 Steward Massachusetts hospitals,2024-09-04T20:03:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/judge-oks-sale-of-6-steward-massachusetts-hospitals/
Advocates seek reparations from HCA over service cuts,2024-09-04T15:00:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/advocates-seek-reparations-from-hca-over-service-cuts/
Medicare Advantage's 'unrealized' potential,2024-09-04T14:22:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/medicare-advantages-unrealized-potential/
Ohio hospital closes amid financial challenges,2024-09-04T14:21:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ohio-hospital-closes-amid-financial-challenges/
'Perfect storm for cash flow': How this hospital missed payroll,2024-09-04T14:09:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/perfect-storm-for-cash-flow-how-this-hospital-missed-payroll/
"The theme of hospital finances in 2024, per Kaufman Hall",2024-09-04T14:04:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-theme-of-hospital-finances-in-2024-per-kaufman-hall/
Why 2 health systems don't need to build it to love it,2024-09-04T13:27:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-2-health-systems-dont-need-to-build-it-to-love-it/
What happens to Steward hospitals that don't receive bids?,2024-09-03T22:07:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/what-happens-to-steward-hospitals-that-dont-receive-bids/
New CFOs help boost financials at 3 systems,2024-09-03T20:58:35-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/new-cfos-help-boost-financials-at-3-systems/
Moody's downgrades West Tennessee Healthcare,2024-09-03T19:10:02-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-downgrades-west-tennessee-healthcare/
Christus affiliate plans to buy Steward Texas hospital,2024-09-03T18:25:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/christus-affiliate-plans-to-buy-steward-texas-hospital/
MU Health Care grows operating income to $49.3M under new CFO,2024-09-03T17:15:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mu-health-care-grows-operating-income-to-49-3m-under-new-cfo/
"Rite Aid exits bankruptcy, new CEO named",2024-09-03T16:54:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/rite-aid-exits-bankruptcy-new-ceo-named/
6 Steward Massachusetts hospitals secure deals,2024-09-03T15:49:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/6-steward-massachusetts-hospitals-secure-deals/
8 RCM headlines to know in August,2024-09-03T15:01:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/8-rcm-headlines-to-know-in-august/
Iowa hospital to indefinitely pause labor and delivery services,2024-09-03T14:25:46-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/iowa-hospital-to-indefinitely-pause-labor-and-delivery-services/
From -7.9% to 14.9%: 41 systems ranked by operating margins,2024-09-03T14:23:55-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/from-7-9-to-14-9-31-systems-ranked-by-operating-margins/
5 major health system mergers yet to close,2024-08-30T19:01:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/5-major-health-system-mergers-yet-to-close/
"Cleveland Clinic, UnityPoint and more: 5 systems back in the black in Q2",2024-08-30T18:15:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cleveland-clinic-unitypoint-and-more-5-systems-back-in-the-black-in-q2/
7 health systems operating at a loss in Q2,2024-08-30T18:15:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/7-health-systems-operating-at-a-loss-in-q2/
A wave of change is coming for healthcare benefits — are hospitals ready?,2024-08-30T18:10:16-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/a-wave-of-change-is-coming-for-healthcare-benefits-are-hospitals-ready/
Adena Health back in the black with 1.8% Q2 margin,2024-08-30T18:06:48-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/adena-health-back-in-the-black-with-1-8-q2-margin/
2 Steward Massachusetts hospitals to close,2024-08-30T17:14:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/2-steward-massachusetts-hospitals-to-close/
Lifespan boosts operating income in Q3,2024-08-30T15:29:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/lifespan-boosts-operating-income-in-q3/
MedHQ acquires RCM company,2024-08-30T14:50:34-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/medhq-acquires-rcm-company/
Tufts slims Q2 operating loss to $40.7M under new CFO,2024-08-30T14:34:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tufts-slims-q2-operating-loss-to-40-7m-under-new-cfo/
Fitch downgrades Pennsylvania system,2024-08-30T14:19:53-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/fitch-downgrades-pennsylvania-system-2/
Allegheny Health Network cuts operating losses in Q2,2024-08-30T14:00:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/allegheny-health-network-cuts-operating-losses-in-q2/
Beth Israel Lahey Health Q2 losses grow to $23.3M,2024-08-30T13:33:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/beth-israel-lahey-health-slims-q2-losses-to-23-3m-with-new-cfo/
10 profitable health systems in Q2,2024-08-29T21:37:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/10-profitable-health-systems/
UnityPoint reverses loss with $33.9M Q2 operating gain,2024-08-29T21:26:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/unitypoint-reverses-loss-with-33-9m-q2-operating-gain/
Steward to sell 4 Massachusetts hospitals,2024-08-29T21:20:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-to-sell-4-massachusetts-hospitals/
New York system freezes some hiring,2024-08-29T21:11:39-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/new-york-system-freezes-some-hiring/
Montefiore back in black in 1st half of 2024,2024-08-29T20:43:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/montefiore-back-in-black-in-1st-half-of-2024/
Northwell posts $76.8M operating income in Q2,2024-08-29T18:04:43-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/northwell-posts-76-8m-operating-income-in-q2/
Steward moves to make Orlando Health successful bidder of Florida hospitals,2024-08-29T16:45:47-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-moves-to-make-orlando-health-successful-bidder-of-florida-hospitals/
"Dartmouth Health swings to profit, posts $41.9 million operating income",2024-08-29T16:38:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/dartmouth-health-swings-to-profit-reports-238-2m-net-income/
New-York Presbyterian Q2 operating income drops 43% to $100.6M,2024-08-29T16:12:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/new-york-presbyterian-q2-operating-margin-drops-43-to-100-6m/
Crozer Health displaces 30 employees from hospital OR amid service cuts,2024-08-29T14:53:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/crozer-health-displaces-30-employees-from-hospital-or-amid-service-cuts/
Faith-based systems fight HCA expansion in competitive markets,2024-08-29T14:53:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/faith-based-systems-fight-hca-expansion-in-competitive-markets/
UPMC posts $313M operating loss in 1st half of 2024,2024-08-29T14:24:08-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/upmc-posts-313m-operating-loss-in-1st-half-of-2024/
Why RCM is a top priority for healthtech investors,2024-08-29T14:00:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-rcm-is-a-top-priority-for-healthtech-investors/
Cedars-Sinai raises $1B,2024-08-29T13:58:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cedars-sinai-raises-1b/
Bon Secours Mercy Health rebounds with $30M operating gain in Q2,2024-08-29T13:49:10-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/bon-secours-mercy-health-rebounds-with-30m-operating-gain-in-q2/
Premier Health cuts operating loss by 45% in Q2,2024-08-28T21:14:35-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/premier-health-cuts-operating-loss-by-45-in-q2/
What's going on with Steward's hospital sale delays?,2024-08-28T20:39:13-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/whats-going-on-with-stewards-hospital-sale-delays/
Inova posts 5.4% operating margin in 1st half of 2024,2024-08-28T20:25:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/inova-posts-5-4-operating-margin-in-1st-half-of-2024/
CEO rebuilds Pennsylvania system after $440M loss,2024-08-28T17:46:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ceo-rebuilds-pennsylvania-system-that-was-bleeding-money/
Why Intermountain ditched the term 'value-based care',2024-08-28T16:50:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-intermountain-ditched-the-term-value-based-care/
Tampa General invests $162M to strengthen integration with USF Health,2024-08-28T14:48:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tampa-general-invests-162m-to-strengthen-integration-with-usf-health/
Risant's Cone Health acquisition: 3 new details,2024-08-28T14:44:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/risants-cone-health-acquisition-3-new-details/
Intermountain operating income up 77% in 1st half of 2024,2024-08-28T13:39:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/intermountain-operating-income-up-77-in-1st-half-of-2024/
"Advocate Health posts $450M operating gain, 425% YOY growth",2024-08-27T21:42:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/advocate-health-posts-450m-operating-gain-425-yoy-growth/
Hospitals began Q3 strong,2024-08-27T19:20:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-began-q3-strong/
'One of the worst situations a CFO can be in': Inside a system's split with UnitedHealth,2024-08-27T19:17:20-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/one-of-the-worst-situations-a-cfo-can-be-in-inside-a-systems-split-with-unitedhealth/
SSM Health's financial rebound hits speed bump in Q2,2024-08-27T18:17:37-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ssm-healths-financial-rebound-hits-speed-bump-in-q2/
Renown posts 7.3% operating margin in 1st half of 2024,2024-08-27T18:09:24-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/renown-posts-7-3-operating-margin-in-1st-half-of-2024/
Inefficiencies in RCM Can Sink Hospital Finances: Reimagine Medical Coding with Rapid Claims AI,2024-08-27T14:48:36-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/inefficiencies-in-rcm-can-sink-hospital-finances-reimagine-medical-coding-with-rapid-claims-ai/
Steward-owned Arizona hospital furloughs workers after operations halted,2024-08-27T14:19:11-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/steward-owned-arizona-hospital-furloughs-workers-after-operations-halted/
Nuvance operating margin hits -4.9% ahead of Northwell merger,2024-08-27T13:35:23-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/nuvance-operating-margin-hits-4-9-ahead-of-northwell-merger/
Inside Providence's $600M first half operating turnaround,2024-08-26T20:20:30-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/inside-providences-600m-first-half-operating-turnaround/
MyMichigan's CFO shares driving force behind Ascension acquisitions,2024-08-26T20:14:08-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mymichigans-cfo-shares-driving-force-behind-ascension-acquisitions/
Orlando Health posts 8.7% operating margin in Q3,2024-08-26T18:11:19-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/orlando-health-posts-8-7-operating-margin-in-q3/
Demolition kicks off for closed Virginia hospital,2024-08-26T15:36:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/demolition-kicks-off-for-closed-virginia-hospital/
Ochsner Health grows operating margin to 2.7% with $101.5M gain,2024-08-26T14:49:29-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ochsner-health-grows-operating-margin-to-2-7-with-101-5m-gain/
